,Date,Open,High,Low,Close,Adj Close,Volume
901,2015-08-04,2097.679932,2102.51001,2088.600098,2093.320068,2093.320068,3546710000
902,2015-08-05,2095.27002,2112.659912,2095.27002,2099.840088,2099.840088,3968680000
903,2015-08-06,2100.75,2103.320068,2075.530029,2083.560059,2083.560059,4246570000
904,2015-08-07,2082.610107,2082.610107,2067.909912,2077.570068,2077.570068,3602320000
905,2015-08-10,2080.97998,2105.350098,2080.97998,2104.179932,2104.179932,3514460000
906,2015-08-11,2102.659912,2102.659912,2076.48999,2084.070068,2084.070068,3708880000
907,2015-08-12,2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,4269130000
908,2015-08-13,2086.189941,2092.929932,2078.26001,2083.389893,2083.389893,3221300000
909,2015-08-14,2083.149902,2092.449951,2080.610107,2091.540039,2091.540039,2795590000
910,2015-08-17,2089.699951,2102.870117,2079.300049,2102.439941,2102.439941,2867690000
911,2015-08-18,2101.98999,2103.469971,2094.139893,2096.919922,2096.919922,2949990000
912,2015-08-19,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,3512920000
913,2015-08-20,2076.610107,2076.610107,2035.72998,2035.72998,2035.72998,3922470000
914,2015-08-21,2034.079956,2034.079956,1970.890015,1970.890015,1970.890015,5018240000
915,2015-08-24,1965.150024,1965.150024,1867.01001,1893.209961,1893.209961,6612690000
916,2015-08-25,1898.079956,1948.040039,1867.079956,1867.609985,1867.609985,5183560000
917,2015-08-26,1872.75,1943.089966,1872.75,1940.51001,1940.51001,5338250000
918,2015-08-27,1942.77002,1989.599976,1942.77002,1987.660034,1987.660034,5006390000
919,2015-08-28,1986.060059,1993.47998,1975.189941,1988.869995,1988.869995,3949080000
920,2015-08-31,1986.72998,1986.72998,1965.97998,1972.180054,1972.180054,3915100000
921,2015-09-01,1970.089966,1970.089966,1903.069946,1913.849976,1913.849976,4371850000
922,2015-09-02,1916.52002,1948.910034,1916.52002,1948.859985,1948.859985,3742620000
923,2015-09-03,1950.790039,1975.01001,1944.719971,1951.130005,1951.130005,3520700000
924,2015-09-04,1947.76001,1947.76001,1911.209961,1921.219971,1921.219971,3167090000
925,2015-09-08,1927.300049,1970.420044,1927.300049,1969.410034,1969.410034,3548650000
926,2015-09-09,1971.449951,1988.630005,1937.880005,1942.040039,1942.040039,3652120000
927,2015-09-10,1941.589966,1965.290039,1937.189941,1952.290039,1952.290039,3626320000
928,2015-09-11,1951.449951,1961.050049,1939.189941,1961.050049,1961.050049,3218590000
929,2015-09-14,1963.060059,1963.060059,1948.27002,1953.030029,1953.030029,3000200000
930,2015-09-15,1955.099976,1983.189941,1954.300049,1978.089966,1978.089966,3239860000
931,2015-09-16,1978.02002,1997.26001,1977.930054,1995.310059,1995.310059,3630680000
932,2015-09-17,1995.329956,2020.859985,1986.72998,1990.199951,1990.199951,4183790000
933,2015-09-18,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,6021240000
934,2015-09-21,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,3269350000
935,2015-09-22,1961.390015,1961.390015,1929.219971,1942.73999,1942.73999,3808260000
936,2015-09-23,1943.23999,1949.52002,1932.569946,1938.76001,1938.76001,3190530000
937,2015-09-24,1934.810059,1937.170044,1908.920044,1932.23999,1932.23999,4091530000
938,2015-09-25,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,3721870000
939,2015-09-28,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,4326660000
940,2015-09-29,1881.900024,1899.47998,1871.910034,1884.089966,1884.089966,4132390000
941,2015-09-30,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,4525070000
942,2015-10-01,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000
943,2015-10-02,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,4378570000
944,2015-10-05,1954.329956,1989.170044,1954.329956,1987.050049,1987.050049,4334490000
945,2015-10-06,1986.630005,1991.619995,1971.98999,1979.920044,1979.920044,4202400000
946,2015-10-07,1982.339966,1999.310059,1976.439941,1995.829956,1995.829956,4666470000
947,2015-10-08,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000
948,2015-10-09,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,3706900000
949,2015-10-12,2015.650024,2018.660034,2010.550049,2017.459961,2017.459961,2893250000
950,2015-10-13,2015.0,2022.339966,2001.780029,2003.689941,2003.689941,3401920000
951,2015-10-14,2003.660034,2009.560059,1990.72998,1994.23999,1994.23999,3644590000
952,2015-10-15,1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000
953,2015-10-16,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,3595430000
954,2015-10-19,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,3287320000
955,2015-10-20,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,3331500000
956,2015-10-21,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,3627790000
957,2015-10-22,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,4430850000
958,2015-10-23,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,4108460000
959,2015-10-26,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,3385800000
960,2015-10-27,2068.75,2070.370117,2058.840088,2065.889893,2065.889893,4216880000
961,2015-10-28,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,4698110000
962,2015-10-29,2088.350098,2092.52002,2082.629883,2089.409912,2089.409912,4008940000
963,2015-10-30,2090.0,2094.320068,2079.340088,2079.360107,2079.360107,4256200000
964,2015-11-02,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000
965,2015-11-03,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000
966,2015-11-04,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000
967,2015-11-05,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000
968,2015-11-06,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000
969,2015-11-09,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000
970,2015-11-10,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000
971,2015-11-11,2083.409912,2086.939941,2074.850098,2075.0,2075.0,3692410000
972,2015-11-12,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000
973,2015-11-13,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000
974,2015-11-16,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000
975,2015-11-17,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000
976,2015-11-18,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000
977,2015-11-19,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000
978,2015-11-20,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000
979,2015-11-23,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000
980,2015-11-24,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000
981,2015-11-25,2089.300049,2093.0,2086.300049,2088.870117,2088.870117,2852940000
982,2015-11-27,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000
983,2015-11-30,2090.949951,2093.810059,2080.409912,2080.409912,2080.409912,4275030000
984,2015-12-01,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883,3712120000
985,2015-12-02,2101.709961,2104.27002,2077.110107,2079.51001,2079.51001,3950640000
986,2015-12-03,2080.709961,2085.0,2042.349976,2049.620117,2049.620117,4306490000
987,2015-12-04,2051.23999,2093.840088,2051.23999,2091.689941,2091.689941,4214910000
988,2015-12-07,2090.419922,2090.419922,2066.780029,2077.070068,2077.070068,4043820000
989,2015-12-08,2073.389893,2073.850098,2052.320068,2063.590088,2063.590088,4173570000
990,2015-12-09,2061.169922,2080.330078,2036.530029,2047.619995,2047.619995,4385250000
991,2015-12-10,2047.930054,2067.649902,2045.670044,2052.22998,2052.22998,3715150000
992,2015-12-11,2047.27002,2047.27002,2008.800049,2012.369995,2012.369995,4301060000
993,2015-12-14,2013.369995,2022.920044,1993.26001,2021.939941,2021.939941,4612440000
994,2015-12-15,2025.550049,2053.870117,2025.550049,2043.410034,2043.410034,4353540000
995,2015-12-16,2046.5,2076.719971,2042.430054,2073.070068,2073.070068,4635450000
996,2015-12-17,2073.76001,2076.370117,2041.660034,2041.890015,2041.890015,4327390000
997,2015-12-18,2040.810059,2040.810059,2005.329956,2005.550049,2005.550049,6683070000
998,2015-12-21,2010.27002,2022.900024,2005.930054,2021.150024,2021.150024,3760280000
999,2015-12-22,2023.150024,2042.73999,2020.48999,2038.969971,2038.969971,3520860000
1000,2015-12-23,2042.199951,2064.72998,2042.199951,2064.290039,2064.290039,3484090000
1001,2015-12-24,2063.52002,2067.360107,2058.72998,2060.98999,2060.98999,1411860000
1002,2015-12-28,2057.77002,2057.77002,2044.199951,2056.5,2056.5,2492510000
1003,2015-12-29,2060.540039,2081.560059,2060.540039,2078.360107,2078.360107,2542000000
1004,2015-12-30,2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000
1005,2015-12-31,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000
1006,2016-01-04,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000
1007,2016-01-05,2013.780029,2021.939941,2004.170044,2016.709961,2016.709961,3706620000
1008,2016-01-06,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000
1009,2016-01-07,1985.319946,1985.319946,1938.829956,1943.089966,1943.089966,5076590000
1010,2016-01-08,1945.969971,1960.400024,1918.459961,1922.030029,1922.030029,4664940000
1011,2016-01-11,1926.119995,1935.650024,1901.099976,1923.670044,1923.670044,4607290000
1012,2016-01-12,1927.829956,1947.380005,1914.349976,1938.680054,1938.680054,4887260000
1013,2016-01-13,1940.339966,1950.329956,1886.410034,1890.280029,1890.280029,5087030000
1014,2016-01-14,1891.680054,1934.469971,1878.930054,1921.839966,1921.839966,5241110000
1015,2016-01-15,1916.680054,1916.680054,1857.829956,1880.329956,1880.329956,5468460000
1016,2016-01-19,1888.660034,1901.439941,1864.599976,1881.329956,1881.329956,4928350000
1017,2016-01-20,1876.180054,1876.180054,1812.290039,1859.329956,1859.329956,6416070000
1018,2016-01-21,1861.459961,1889.849976,1848.97998,1868.98999,1868.98999,5078810000
1019,2016-01-22,1877.400024,1908.849976,1877.400024,1906.900024,1906.900024,4901760000
1020,2016-01-25,1906.280029,1906.280029,1875.969971,1877.079956,1877.079956,4401380000
1021,2016-01-26,1878.790039,1906.72998,1878.790039,1903.630005,1903.630005,4357940000
1022,2016-01-27,1902.52002,1916.98999,1872.699951,1882.949951,1882.949951,4754040000
1023,2016-01-28,1885.219971,1902.959961,1873.650024,1893.359985,1893.359985,4693010000
1024,2016-01-29,1894.0,1940.23999,1894.0,1940.23999,1940.23999,5497570000
1025,2016-02-01,1936.939941,1947.199951,1920.300049,1939.380005,1939.380005,4322530000
1026,2016-02-02,1935.26001,1935.26001,1897.290039,1903.030029,1903.030029,4463190000
1027,2016-02-03,1907.069946,1918.01001,1872.22998,1912.530029,1912.530029,5172950000
1028,2016-02-04,1911.670044,1927.349976,1900.52002,1915.449951,1915.449951,5193320000
1029,2016-02-05,1913.069946,1913.069946,1872.650024,1880.050049,1880.050049,4929940000
1030,2016-02-08,1873.25,1873.25,1828.459961,1853.439941,1853.439941,5636460000
1031,2016-02-09,1848.459961,1868.25,1834.939941,1852.209961,1852.209961,5183220000
1032,2016-02-10,1857.099976,1881.599976,1850.319946,1851.859985,1851.859985,4471170000
1033,2016-02-11,1847.0,1847.0,1810.099976,1829.079956,1829.079956,5500800000
1034,2016-02-12,1833.400024,1864.780029,1833.400024,1864.780029,1864.780029,4696920000
1035,2016-02-16,1871.439941,1895.77002,1871.439941,1895.579956,1895.579956,4570670000
1036,2016-02-17,1898.800049,1930.680054,1898.800049,1926.819946,1926.819946,5011540000
1037,2016-02-18,1927.569946,1930.0,1915.089966,1917.829956,1917.829956,4436490000
1038,2016-02-19,1916.73999,1918.780029,1902.170044,1917.780029,1917.780029,4142850000
1039,2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,1945.5,4054710000
1040,2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,1921.27002,3890650000
1041,2016-02-24,1917.560059,1932.079956,1891.0,1929.800049,1929.800049,4317250000
1042,2016-02-25,1931.869995,1951.829956,1925.410034,1951.699951,1951.699951,4118210000
1043,2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,1948.050049,4348510000
1044,2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,1932.22998,4588180000
1045,2016-03-01,1937.089966,1978.349976,1937.089966,1978.349976,1978.349976,4819750000
1046,2016-03-02,1976.599976,1986.51001,1968.800049,1986.449951,1986.449951,4666610000
1047,2016-03-03,1985.599976,1993.689941,1977.369995,1993.400024,1993.400024,5081700000
1048,2016-03-04,1994.01001,2009.130005,1986.77002,1999.98999,1999.98999,6049930000
1049,2016-03-07,1996.109985,2006.119995,1989.380005,2001.76001,2001.76001,4968180000
1050,2016-03-08,1996.880005,1996.880005,1977.430054,1979.26001,1979.26001,4641650000
1051,2016-03-09,1981.439941,1992.689941,1979.839966,1989.26001,1989.26001,4038120000
1052,2016-03-10,1990.969971,2005.079956,1969.25,1989.569946,1989.569946,4376790000
1053,2016-03-11,1994.709961,2022.369995,1994.709961,2022.189941,2022.189941,4078620000
1054,2016-03-14,2019.27002,2024.569946,2012.050049,2019.640015,2019.640015,3487850000
1055,2016-03-15,2015.27002,2015.939941,2005.22998,2015.930054,2015.930054,3560280000
1056,2016-03-16,2014.23999,2032.02002,2010.040039,2027.219971,2027.219971,4057020000
1057,2016-03-17,2026.900024,2046.23999,2022.160034,2040.589966,2040.589966,4530480000
1058,2016-03-18,2041.160034,2052.360107,2041.160034,2049.580078,2049.580078,6503140000
1059,2016-03-21,2047.880005,2053.909912,2043.140015,2051.600098,2051.600098,3376600000
1060,2016-03-22,2048.639893,2056.600098,2040.569946,2049.800049,2049.800049,3418460000
1061,2016-03-23,2048.550049,2048.550049,2034.859985,2036.709961,2036.709961,3639510000
1062,2016-03-24,2032.47998,2036.040039,2022.48999,2035.939941,2035.939941,3407720000
1063,2016-03-28,2037.890015,2042.670044,2031.959961,2037.050049,2037.050049,2809090000
1064,2016-03-29,2035.75,2055.909912,2028.310059,2055.01001,2055.01001,3822330000
1065,2016-03-30,2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000
1066,2016-03-31,2063.77002,2067.919922,2057.459961,2059.73999,2059.73999,3715280000
1067,2016-04-01,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029,3749990000
1068,2016-04-04,2073.189941,2074.02002,2062.570068,2066.129883,2066.129883,3485710000
1069,2016-04-05,2062.5,2062.5,2042.560059,2045.170044,2045.170044,4154920000
1070,2016-04-06,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000
1071,2016-04-07,2063.01001,2063.01001,2033.800049,2041.910034,2041.910034,3801250000
1072,2016-04-08,2045.540039,2060.629883,2041.689941,2047.599976,2047.599976,3359530000
1073,2016-04-11,2050.22998,2062.929932,2041.880005,2041.98999,2041.98999,3567840000
1074,2016-04-12,2043.719971,2065.050049,2039.73999,2061.719971,2061.719971,4239740000
1075,2016-04-13,2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000
1076,2016-04-14,2082.889893,2087.840088,2078.129883,2082.780029,2082.780029,3765870000
1077,2016-04-15,2083.100098,2083.219971,2076.310059,2080.72998,2080.72998,3701450000
1078,2016-04-18,2078.830078,2094.659912,2073.649902,2094.340088,2094.340088,3316880000
1079,2016-04-19,2096.050049,2104.050049,2091.679932,2100.800049,2100.800049,3896830000
1080,2016-04-20,2101.52002,2111.050049,2096.320068,2102.399902,2102.399902,4184880000
1081,2016-04-21,2102.090088,2103.780029,2088.52002,2091.47998,2091.47998,4175290000
1082,2016-04-22,2091.48999,2094.320068,2081.199951,2091.580078,2091.580078,3790580000
1083,2016-04-25,2089.370117,2089.370117,2077.52002,2087.790039,2087.790039,3319740000
1084,2016-04-26,2089.840088,2096.870117,2085.800049,2091.699951,2091.699951,3557190000
1085,2016-04-27,2092.330078,2099.889893,2082.310059,2095.149902,2095.149902,4100110000
1086,2016-04-28,2090.929932,2099.300049,2071.620117,2075.810059,2075.810059,4309840000
1087,2016-04-29,2071.820068,2073.850098,2052.280029,2065.300049,2065.300049,4704720000
1088,2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,2081.429932,3841110000
1089,2016-05-03,2077.179932,2077.179932,2054.889893,2063.370117,2063.370117,4173390000
1090,2016-05-04,2060.300049,2060.300049,2045.550049,2051.120117,2051.120117,4058560000
1091,2016-05-05,2052.949951,2060.22998,2045.77002,2050.629883,2050.629883,4008530000
1092,2016-05-06,2047.77002,2057.719971,2039.449951,2057.139893,2057.139893,3796350000
1093,2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,2058.689941,3788620000
1094,2016-05-10,2062.629883,2084.870117,2062.629883,2084.389893,2084.389893,3600200000
1095,2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,2064.459961,3821980000
1096,2016-05-12,2067.169922,2073.98999,2053.129883,2064.110107,2064.110107,3782390000
1097,2016-05-13,2062.5,2066.790039,2043.130005,2046.609985,2046.609985,3579880000
1098,2016-05-16,2046.530029,2071.879883,2046.530029,2066.659912,2066.659912,3501360000
1099,2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,2047.209961,4108960000
1100,2016-05-18,2044.380005,2060.610107,2034.48999,2047.630005,2047.630005,4101320000
1101,2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,2040.040039,3846770000
1102,2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,2052.320068,3507650000
1103,2016-05-23,2052.22998,2055.580078,2047.26001,2048.040039,2048.040039,3055480000
1104,2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,2076.060059,3627340000
1105,2016-05-25,2078.929932,2094.72998,2078.929932,2090.540039,2090.540039,3859160000
1106,2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,2090.100098,3230990000
1107,2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,2099.060059,3079150000
1108,2016-05-31,2100.129883,2103.47998,2088.659912,2096.949951,2096.949951,4514410000
1109,2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,2099.330078,3525170000
1110,2016-06-02,2097.709961,2105.26001,2088.590088,2105.26001,2105.26001,3632720000
1111,2016-06-03,2104.070068,2104.070068,2085.360107,2099.129883,2099.129883,3627780000
1112,2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,2109.409912,3442020000
1113,2016-06-07,2110.179932,2119.219971,2110.179932,2112.129883,2112.129883,3534730000
1114,2016-06-08,2112.709961,2120.550049,2112.709961,2119.120117,2119.120117,3562060000
